0.0	Book Cover
（加 4:27-29）	因為〔經上〕記着： 不懷孕、不生養的，你要歡樂； 未曾經過產難的，你要高聲歡呼； 因為沒有丈夫的，比有丈夫的兒女更多。弟兄們，我們是憑着應許作兒女，如同以撒一樣。當時，那按着血氣生的逼迫了那按着〔聖〕靈生的，現在也是這樣。
（賽 56:7）	我必領他們到我的聖山， 使他們在禱告我的殿中喜樂。 他們的燔祭和〔平安〕祭， 在我壇上必蒙悅納， 因我的殿必稱為萬民禱告的殿。
（賽 58:10-12）	你心若向飢餓的人發憐憫， 使困苦的人得滿足， 你的光就必在黑暗中發現； 你的幽暗必變如正午。耶和華也必時常引導你， 在乾旱之地使你心滿意足， 骨頭強壯。 你必像澆灌的園子， 又像水流不絕的泉源。那些出於你的人必修造久已荒廢之處； 你要建立〔拆毀〕累代的根基。 你必稱為補破口的， 和重修路徑與人居住的。
（賽 60:1-5）	興起，發光！因為你的光已經來到！ 耶和華的榮耀發現照耀你。看哪，黑暗遮蓋大地， 幽暗遮蓋萬民， 耶和華卻要顯現照耀你； 他的榮耀要現在你身上。萬國要來就你的光； 君王要來就你發現的光輝。你舉目向四方觀看； 眾人都聚集來到你這裏。 你的眾子從遠方而來； 你的眾女也被懷抱而來。那時，你看見就有光榮； 你心又跳動又寬暢； 因為大海豐盛的〔貨物〕必轉來歸你； 列國的財寶也必來歸你。
（賽 60:15）	你雖然被撇棄被厭惡， 甚至無人經過， 我卻使你變為永遠的榮華， 成為累代的喜樂。
（賽 62:2-4）	列國必見你的公義； 列王必見你的榮耀。 你必得新名的稱呼， 是耶和華親口所起的。你在耶和華的手中要作為華冠， 在你上帝的掌上必作為冕旒。你必不再稱為「撇棄的」； 你的地也不再稱為「荒涼的」。 你卻要稱為「我所喜悅的」； 你的地也必稱為「有夫之婦」。 因為耶和華喜悅你， 你的地也必歸他。
（耶 31:31）	耶和華說：「日子將到，我要與以色列家和猶大家另立新約，
（耶 31:33-34）	耶和華說：「那些日子以後，我與以色列家所立的約乃是這樣：我要將我的律法放在他們裏面，寫在他們心上。我要作他們的上帝，他們要作我的子民。他們各人不再教導自己的鄰舍和自己的弟兄說：『你該認識耶和華』，因為他們從最小的到至大的都必認識我。我要赦免他們的罪孽，不再記念他們的罪惡。這是耶和華說的。」
（耶 31:9）	他們要哭泣而來。 我要照他們懇求的引導他們， 使他們在河水旁走正直的路， 在其上不致絆跌； 因為我是以色列的父， 以法蓮是我的長子。
（結 34:31）	你們作我的羊，我草場上的羊，乃是以色列人，我也是你們的上帝。這是主耶和華說的。」
（結 37:26-28）	並且我要與他們立平安的約，作為永約。我也要將他們安置在〔本地〕，使他們的人數增多，又在他們中間設立我的聖所，直到永遠。我的居所必在他們中間；我要作他們的上帝，他們要作我的子民。我的聖所在以色列人中間直到永遠，外邦人就必知道我是叫以色列成為聖的耶和華。」
（但 7:27）	國度、權柄，和天下諸國的大權 必賜給至高者的聖民。 他的國是永遠的； 一切掌權的都必事奉他，順從他。
（何 1:10）	然而，以色列的人數必如海沙，不可量，不可數。從前在甚麼地方對他們說「你們不是我的子民」，將來在那裏必對他們說「〔你們是〕永生上帝的兒子」。
（羅 9:24-26）	這〔器皿〕就是我們被上帝所召的，不但是從猶太人中，也是從外邦人中。這有甚麼不可呢？就像上帝在何西阿書上說： 那本來不是我子民的， 我要稱為「我的子民」； 本來不是蒙愛的， 我要稱為「蒙愛的」。從前在甚麼地方對他們說： 你們不是我的子民， 將來就在那裏稱他們為「永生上帝的兒子」。
（彌 4:1-2）	末後的日子， 耶和華殿的山必堅立， 超乎諸山，高舉過於萬嶺； 萬民都要流歸這山。必有許多國的民前往，說： 來吧，我們登耶和華的山， 奔雅各上帝的殿。 主必將他的道教訓我們； 我們也要行他的路。 因為訓誨必出於錫安； 耶和華的言語必出於耶路撒冷。
（彌 7:15）	耶和華說： 我要把奇事顯給他們看， 好像出埃及地的時候一樣。
（番 3:11-12）	當那日，你必不因你一切得罪我的事自覺羞愧； 因為那時我必從你中間除掉矜誇高傲之輩， 你也不再於我的聖山狂傲。我卻要在你中間留下困苦貧寒的民； 他們必投靠我－耶和華的名。
（番 3:19-20）	那時，我必罰辦一切苦待你的人， 又拯救你瘸腿的，聚集你被趕出的。 那些在全地受羞辱的， 我必使他們得稱讚，有名聲。那時，我必領你們進來，聚集你們； 我使你們被擄之人歸回的時候， 就必使你們在地上的萬民中有名聲，得稱讚。 這是耶和華說的。
（亞 2:5）	耶和華說：我要作耶路撒冷四圍的火城，並要作其中的榮耀。」
（該 2:5）	這是〔照着〕你們出埃及我與你們立約的話。那時，我的靈住在你們中間，你們不要懼怕。」
（亞 2:10-11）	錫安城啊，應當歡樂歌唱，因為我來要住在你中間。這是耶和華說的。」那時，必有許多國歸附耶和華，作他〔註：原文是我〕的子民。他〔註：原文是我〕要住在你中間，你就知道萬軍之耶和華差遣我到你那裏去了。
（亞 8:8）	我要領他們來，使他們住在耶路撒冷中。他們要作我的子民，我要作他們的上帝，都憑誠實和公義。」
（亞 9:16-17）	當那日，耶和華－他們的上帝 必看他的民如群羊，拯救他們； 因為〔他們必像〕冠冕上的寶石， 高舉在他的地以上〔註：或譯：在他的地上發光輝〕。他的恩慈何等大！ 他的榮美何其盛！ 五穀健壯少男； 新酒培養處女。
（太 13:43）	那時，義人在他們父的國裏，要發出光來，像太陽一樣。有耳〔可聽〕的，就應當聽！」
（太 16:18-19）	我還告訴你，你是彼得，我要把我的教會建造在這磐石上；陰間的權柄〔註：權柄：原文是門〕不能勝過他。我要把天國的鑰匙給你，凡你在地上所捆綁的，在天上也要捆綁；凡你在地上所釋放的，在天上也要釋放。」
（太 21:13）	對他們說：「〔經上〕記着說： 我的殿必稱為禱告的殿， 你們倒使它成為賊窩了。」
（太 25:34）	於是王要向那右邊的說：『你們這蒙我父賜福的，可來承受那創世以來為你們所預備的國；
（太 28:19-20）	所以，你們要去，使萬民作我的門徒，奉父、子、聖靈的名給他們施洗〔註：或譯：給他們施洗，歸於父、子、聖靈的名〕。凡我所吩咐你們的，都教訓他們遵守，我就常與你們同在，直到世界的末了。」
（約 10:4）	既放出自己的羊來，就在前頭走，羊也跟着他，因為認得他的聲音。
（約 10:14-15）	我是好牧人；我認識我的羊，我的羊也認識我，正如父認識我，我也認識父一樣；並且我為羊捨命。
（約 10:27-28）	我的羊聽我的聲音，我也認識他們，他們也跟着我。我又賜給他們永生；他們永不滅亡，誰也不能從我手裏把他們奪去。
（約 17:6）	「你從世上賜給我的人，我已將你的名顯明與他們。他們本是你的，你將他們賜給我，他們也遵守了你的道。
（約 17:23）	我在他們裏面，你在我裏面，使他們完完全全地合而為一，叫世人知道你差了我來，也知道你愛他們如同愛我一樣。
（約 17:24）	父啊，我在哪裏，願你所賜給我的人也同我在那裏，叫他們看見你所賜給我的榮耀；因為創立世界以前，你已經愛我了。
（約 17:26）	我已將你的名指示他們，還要指示他們，使你所愛我的愛在他們裏面，我也在他們裏面。」
（徒 20:28）	聖靈立你們作全群的監督，你們就當為自己謹慎，也為全群謹慎，牧養上帝的教會，就是他用自己血所買來的〔註：或譯：救贖的〕。
（林前 2:16）	誰曾知道主的心去教導他呢？但我們是有基督的心了。
（林前 3:21-23）	所以無論誰，都不可拿人誇口，因為萬有全是你們的。或保羅，或亞波羅，或磯法，或世界，或生，或死，或現今的事，或將來的事，全是你們的；並且你們是屬基督的，基督又是屬上帝的。
（林前 12:18）	但如今，上帝隨自己的意思把肢體俱各安排在身上了。
（林前 12:24-26）	我們俊美的肢體，自然用不着裝飾；但上帝配搭這身子，把加倍的體面給那有缺欠的肢體，免得身上分門別類，總要肢體彼此相顧。若一個肢體受苦，所有的肢體就一同受苦；若一個肢體得榮耀，所有的肢體就一同快樂。
（林後 2:14）	感謝上帝！常率領我們在基督裏誇勝，並藉着我們在各處顯揚那因認識基督而有的香氣。
（加 3:26-27）	所以，你們因信基督耶穌都是上帝的兒子。你們受洗歸入基督的都是披戴基督了。
（加 3:29）	你們既屬乎基督，就是亞伯拉罕的後裔，是照着應許承受產業的了。
（弗 2:6）	他又叫我們與基督耶穌一同復活，一同坐在天上，
（弗 2:22）	你們也靠他同被建造，成為上帝藉着聖靈居住的所在。
（弗 3:10）	為要藉着教會使天上執政的、掌權的，現在得知上帝百般的智慧。
（弗 3:20-21）	上帝能照着運行在我們心裏的大力充充足足地成就一切，超過我們所求所想的。但願他在教會中，並在基督耶穌裏，得着榮耀，直到世世代代，永永遠遠。阿們！
（弗 4:11-12）	他所賜的，有使徒，有先知，有傳福音的，有牧師和教師，為要成全聖徒，各盡其職，建立基督的身體，
（西 2:19）	不持定元首。全身既然靠着他，筋節得以相助聯絡，就因上帝大得長進。
（西 3:3）	因為你們已經死了，你們的生命與基督一同藏在上帝裏面。
（帖前 5:5）	你們都是光明之子，都是白晝之子。我們不是屬黑夜的，也不是屬幽暗的。
（來 2:11）	因那使人成聖的和那些得以成聖的，都是出於一。所以，他稱他們為弟兄也不以為恥，
（來 11:16）	他們卻羨慕一個更美的家鄉，就是在天上的。所以上帝被稱為他們的上帝，並不以為恥，因為他已經給他們預備了一座城。
（彼前 2:5）	你們來到主面前，也就像活石，被建造成為靈宮，作聖潔的祭司，藉着耶穌基督奉獻上帝所悅納的靈祭。
（彼前 2:9）	惟有你們是被揀選的族類，是有君尊的祭司，是聖潔的國度，是屬〔上帝〕的子民，要叫你們宣揚那召你們出黑暗入奇妙光明者的美德。
（約一 1:7）	我們若在光明中行，如同上帝在光明中，就彼此相交，他兒子耶穌的血也洗淨我們一切的罪。
（約一 2:1）	我小子們哪，我將這些話寫給你們，是要叫你們不犯罪。若有人犯罪，在父那裏我們有一位中保，就是那義者耶穌基督。
（約一 3:2-3）	親愛的〔弟兄〕啊，我們現在是上帝的兒女，將來如何，還未顯明；但我們知道，主若顯現，我們必要像他，因為必得見他的真體。凡向他有這指望的，就潔淨自己，像他潔淨一樣。
（猶 1:1）	耶穌基督的僕人，雅各的弟兄猶大，寫信給那被召、在父上帝裏蒙愛、為耶穌基督保守的人。
（啟 7:15）	所以，他們在上帝寶座前，晝夜在他殿中事奉他。坐寶座的要用帳幕覆庇他們。
（啟 7:17）	因為寶座中的羔羊必牧養他們，領他們到生命水的泉源；上帝也必擦去他們一切的眼淚。」
（啟 21:3-4）	我聽見有大聲音從寶座出來說：「看哪，上帝的帳幕在人間。他要與人同住，他們要作他的子民。上帝要親自與他們同在，作他們的上帝。上帝要擦去他們一切的眼淚；不再有死亡，也不再有悲哀、哭號、疼痛，因為以前的事都過去了。」
（啟 22:3-5）	以後再沒有咒詛；在城裏有上帝和羔羊的寶座；他的僕人都要事奉他，也要見他的面。他的名字必寫在他們的額上。不再有黑夜；他們也不用燈光、日光，因為主上帝要光照他們。他們要作王，直到永永遠遠。
