（赛 64:7）	并且无人求告你的名； 无人奋力抓住你。 原来你掩面不顾我们， 使我们因罪孽消化。
（彼后 3:9）	主所应许的〔尚未成就〕，有人以为他是耽延，其实不是耽延，乃是宽容你们，不愿有一人沉沦，乃愿人人都悔改。
（约一 5:11-12）	这见证就是上帝赐给我们永生；这〔永〕生也是在他儿子里面。人有了〔上帝的〕儿子就有生命，没有上帝的儿子就没有生命。
（约一 5:20）	我们也知道，上帝的儿子已经来到，且将智慧赐给我们，使我们认识那位真实的，我们也在那位真实的里面，就是在他儿子耶稣基督里面。这是真神，也是永生。
（启 1:5）	并那诚实作见证的、从死里首先复活、为世上君王元首的耶稣基督，有恩惠、平安归与你们！ 他爱我们，用自己的血使我们脱离〔注：有古卷：洗去〕罪恶，
（启 22:17）	〔圣〕灵和新妇都说：「来！」听见的人也该说：「来！」口渴的人也当来；愿意的，都可以白白取生命的水〔喝〕。
（代上 16:35）	要说：拯救我们的上帝啊，求你救我们， 聚集我们，使我们脱离外邦， 我们好称赞你的圣名，以赞美你为夸胜。
（耶 31:7）	耶和华如此说： 你们当为雅各欢乐歌唱， 因万国中为首的欢呼。 当传扬颂赞说： 耶和华啊， 求你拯救你的百姓以色列所剩下的人。
（罗 10:1）	弟兄们，我心里所愿的，向上帝所求的，是要以色列人得救。
（可 10:47）	他听见是拿撒勒的耶稣，就喊着说：「大卫的子孙耶稣啊！可怜我吧！」
（诗 6:4）	耶和华啊，求你转回搭救我！ 因你的慈爱拯救我。
（诗 69:1）	上帝啊，求你救我！ 因为众水要淹没我。
（诗 109:21）	主－耶和华啊，求你为你的名〔恩〕待我； 因你的慈爱美好，求你搭救我！
（诗 116:4）	那时，我便求告耶和华的名，说： 耶和华啊，求你救我的灵魂！
（诗 119:170）	愿我的恳求达到你面前， 照你的话搭救我。
（诗 27:13）	我若不信在活人之地得见耶和华的恩惠， 〔就早已丧胆了〕。
（赛 63:16）	亚伯拉罕虽然不认识我们， 以色列也不承认我们， 你却是我们的父。 耶和华啊，你是我们的父； 从万古以来，你名称为「我们的救赎主」。
（诗 62:1）	我的心默默无声，专等候上帝； 我的救恩是从他〔而来〕。
（创 22:18）	并且地上万国都必因你的后裔得福，因为你听从了我的话。』」
（诗 2:8）	你求我，我就将列国赐你为基业， 将地极赐你为田产。
（诗 86:9）	主啊，你所造的万民都要来敬拜你； 他们也要荣耀你的名。
（赛 49:6）	现在他说：你作我的仆人， 使雅各众支派复兴， 使以色列中得保全的归回尚为小事， 我还要使你作外邦人的光， 叫你施行我的救恩，直到地极。
（可 11:17）	便教训他们说：「〔经上〕不是记着说： 我的殿必称为万国祷告的殿吗？ 你们倒使它成为贼窝了。」
（赛 61:11）	田地怎样使百谷发芽， 园子怎样使所种的发生， 主耶和华必照样 使公义和赞美在万民中发出。
（耶 4:1-2）	耶和华说：以色列啊， 你若回来归向我， 若从我眼前除掉你可憎的〔偶像〕， 你就不被迁移。你必凭诚实、公平、公义， 指着永生的耶和华起誓； 列国必因耶和华称自己为有福， 也必因他夸耀。
（结 38:23）	我必显为大，显为圣，在多国人的眼前显现；他们就知道我是耶和华。」
（玛 1:11）	万军之耶和华说：从日出之地到日落之处，我的名在外邦中必尊为大。在各处，人必奉我的名烧香，献洁净的供物，因为我的名在外邦中必尊为大。
（玛 1:14）	行诡诈的在群中有公羊，他许愿却用有残疾的献给主，这人是可咒诅的。因为我是大君王，我的名在外邦中是可畏的。这是万军之耶和华说的。
（太 24:14）	这天国的福音要传遍天下，对万民作见证，然后末期才来到。」
（罗 1:5）	我们从他受了恩惠并使徒的职分，在万国之中叫人为他的名信服真道；
（罗 16:25-26）	惟有上帝能照我所传的福音和所讲的耶稣基督，并照永古隐藏不言的奥祕，坚固你们的心。这奥祕如今显明出来，而且按着永生上帝的命，藉众先知的书指示万国的民，使他们信服真道。
（启 7:9-10）	此后，我观看，见有许多的人，没有人能数过来，是从各国、各族、各民、各方来的，站在宝座和羔羊面前，身穿白衣，手拿棕树枝，大声喊着说：「愿救恩归与坐在宝座上我们的上帝，也归与羔羊！」
（帖后 3:1-2）	弟兄们，我还有话说：请你们为我们祷告，好叫主的道理快快行开，得着荣耀，正如在你们中间一样，也叫我们脱离无理之恶人的手；因为人不都是有信心。
（路 10:2）	就对他们说：「要收的庄稼多，做工的人少。所以，你们当求庄稼的主打发工人出去收他的庄稼。
（诗 67:2）	好叫世界得知你的道路， 万国得知你的救恩。
（诗 108:5）	上帝啊，愿你崇高过于诸天！ 愿你的荣耀高过全地！
（徒 4:30）	他们恐吓我们，现在求主鉴察，一面叫你仆人大放胆量讲你的道，一面伸出你的手来医治疾病，并且使神迹奇事因着你圣仆〔注：仆：或译子〕耶稣的名行出来。」
（代上 16:31）	愿天欢喜，愿地快乐； 愿人在列邦中说： 耶和华作王了！
（诗 67:3）	上帝啊，愿列邦称赞你！ 愿万民都称赞你！
（诗 67:4）	愿万国都快乐欢呼； 因为你必按公正审判万民， 引导世上的万国。（细拉）
（罗 10:1）	弟兄们，我心里所愿的，向上帝所求的，是要以色列人得救。
（提前 2:1-4）	我劝你，第一要为万人恳求、祷告、代求、祝谢；为君王和一切在位的，〔也该如此〕，使我们可以敬虔、端正、平安无事地度日。这是好的，在上帝我们救主面前可蒙悦纳。他愿意万人得救，明白真道。
（太 9:38）	所以，你们当求庄稼的主打发工人出去收他的庄稼。」
（西 4:2-4）	你们要恒切祷告，在此警醒感恩。也要为我们祷告，求上帝给我们开传道的门，能以讲基督的奥祕（我为此被捆锁），叫我按着所该说的话将这奥祕发明出来。
（弗 6:18-20）	靠着〔圣〕灵，随时多方祷告祈求；并要在此警醒不倦，为众圣徒祈求，也为我祈求，使我得着口才，能以放胆开口讲明福音的奥祕，（我为这福音的奥祕作了带锁鍊的使者，）并使我照着当尽的本分放胆讲论。
（诗 77:14）	你是行奇事的上帝； 你曾在列邦中彰显你的能力。
（耶 16:19）	耶和华啊，你是我的力量， 是我的保障； 在苦难之日是我的避难所。 列国人必从地极来到你这里， 说：我们列祖所承受的， 不过是虚假，是虚空无益之物。
（诗 108:3）	耶和华啊，我要在万民中称谢你， 在列邦中歌颂你！
（诗 145:6）	人要传说你可畏之事的能力； 我也要传扬你的大德。
（诗 105:1）	你们要称谢耶和华，求告他的名， 在万民中传扬他的作为！
（赛 12:4）	在那日，你们要说： 当称谢耶和华，求告他的名； 将他所行的传扬在万民中， 提说他的名已被尊崇。
（赛 62:1）	我因锡安必不静默， 为耶路撒冷必不息声， 直到他的公义如光辉发出， 他的救恩如明灯发亮。
（徒 20:24）	我却不以性命为念，也不看为宝贵，只要行完我的路程，成就我从主耶稣所领受的职事，证明上帝恩惠的福音。
（诗 86:9）	主啊，你所造的万民都要来敬拜你； 他们也要荣耀你的名。
（哈 2:14）	认识耶和华荣耀的知识要充满遍地， 好像水充满洋海一般。
（诗 22:27）	地的四极都要想念耶和华，并且归顺他； 列国的万族都要在你面前敬拜。
（诗 86:9）	主啊，你所造的万民都要来敬拜你； 他们也要荣耀你的名。
（申 33:3）	他疼爱百姓； 众圣徒都在他手中。 他们坐在他的脚下， 领受他的言语。
（诗 32:10）	恶人必多受苦楚； 惟独倚靠耶和华的必有慈爱四面环绕他。
（诗 33:18）	耶和华的眼目看顾敬畏他的人 和仰望他慈爱的人，
（诗 62:12）	主啊，慈爱也是属乎你， 因为你照着各人所行的报应他。
（诗 86:5）	主啊，你本为良善，乐意饶恕人， 有丰盛的慈爱赐给凡求告你的人。
（诗 89:14）	公义和公平是你宝座的根基； 慈爱和诚实行在你前面。
（诗 103:4）	他救赎你的命脱离死亡， 以仁爱和慈悲为你的冠冕。
（诗 103:8）	耶和华有怜悯，有恩典， 不轻易发怒，且有丰盛的慈爱。
（诗 103:11）	天离地何等的高， 他的慈爱向敬畏他的人也是何等的大！
（箴 16:6）	因怜悯诚实，罪孽得赎； 敬畏耶和华的，远离恶事。
（赛 49:15）	妇人焉能忘记她吃奶的婴孩， 不怜恤她所生的儿子？ 即或有忘记的， 我却不忘记你。
（赛 54:10）	大山可以挪开， 小山可以迁移； 但我的慈爱必不离开你； 我平安的约也不迁移。 这是怜恤你的耶和华说的。
（哀 3:22）	我们不致消灭， 是出于耶和华诸般的慈爱； 是因他的怜悯不致断绝。
（哀 3:32）	主虽使人忧愁， 还要照他诸般的慈爱发怜悯。
（弥 7:18）	上帝啊，有何神像你，赦免罪孽， 饶恕你产业之余民的罪过， 不永远怀怒，喜爱施恩？
（诗 139:16-18）	我未成形的体质，你的眼早已看见了； 你所定的日子，我尚未度一日〔注：或译：我被造的肢体尚未有其一〕， 你都写在你的册上了。上帝啊，你的意念向我何等宝贵！ 其数何等众多！我若数点，比海沙更多； 我睡醒的时候，仍和你同在。
（诗 142:3）	我的灵在我里面发昏的时候， 你知道我的道路。 在我行的路上， 敌人为我暗设网罗。
（何 3:1）	耶和华对我说：「你再去爱一个淫妇，就是她情人所爱的；好像以色列人，虽然偏向别神，喜爱葡萄饼，耶和华还是爱他们。」
（番 3:17）	耶和华－你的上帝是施行拯救、 大有能力的〔主〕。 他在你中间必因你欢欣喜乐， 默然爱你，且因你喜乐而欢呼。
（太 10:29-31）	两个麻雀不是卖一分银子吗？若是你们的父不许，一个也不能掉在地上；就是你们的头发也都被数过了。所以，不要惧怕，你们比许多麻雀还贵重！」
（约 15:9）	我爱你们，正如父爱我一样；你们要常在我的爱里。
（罗 1:7）	我写信给你们在罗马、为上帝所爱、奉召作圣徒的众人。愿恩惠、平安从我们的父上帝并主耶稣基督归与你们！
（罗 8:31-32）	既是这样，还有什么说的呢？上帝若帮助我们，谁能敌挡我们呢？上帝既不爱惜自己的儿子，为我们众人舍了，岂不也把万物和他一同白白地赐给我们吗？
（罗 8:38-39）	因为我深信无论是死，是生，是天使，是掌权的，是有能的，是现在的事，是将来的事，是高处的，是低处的，是别的受造之物，都不能叫我们与上帝的爱隔绝；这爱是在我们的主基督耶稣里的。
（弗 1:4-5）	就如上帝从创立世界以前，在基督里拣选了我们，使我们在他面前成为圣洁，无有瑕疵；又因爱我们，就按着自己的意旨所喜悦的，预定我们藉着耶稣基督得儿子的名分，
（约一 3:1）	你看父赐给我们是何等的慈爱，使我们得称为上帝的儿女；我们也真是他的儿女。世人所以不认识我们，是因未曾认识他。
